"Date","OUT","EXPORTS","SJR","GCD","SAC","CVP","SWP","X2"
2008-08-02,2527,6087,855,4150,11000,3726,1995,87.85
2008-08-03,2302,6068,820,4150,10800,3719,1988,88.18
2008-08-04,2415,6063,855,4063,10800,3738,1986,88.46
2008-08-05,2692,5652,857,4046,10700,3728,1590,88.66
2008-08-06,2556,5657,832,4035,10600,3726,1592,88.87
2008-08-07,2282,5669,777,3983,10300,3727,1594,89.15
2008-08-08,2300,5686,764,3983,10300,3733,1599,89.41
2008-08-09,3147,5107,808,3950,10500,3169,1591,89.45
2008-08-10,3846,4708,870,3950,10800,2784,1594,89.36
2008-08-11,3542,4727,938,3879,10400,2795,1595,89.33
2008-08-12,3663,4714,918,3881,10500,2791,1599,89.27
2008-08-13,3501,4692,855,3826,10300,2809,1599,89.25
2008-08-14,3388,4646,854,3771,10100,2812,1589,89.26
2008-08-15,3437,4666,845,3749,10200,2805,1591,89.25
2008-08-16,3469,4620,842,3724,10200,2806,1586,89.24
2008-08-17,3695,4685,873,3750,10500,2823,1591,89.18
2008-08-18,3666,4663,921,3750,10400,2795,1598,89.14
2008-08-19,3568,4853,909,3659,10400,3457,1136,89.11
2008-08-20,3088,5526,899,3662,10600,3692,1585,89.18
2008-08-21,3407,5577,882,3597,10900,3717,1597,89.18
2008-08-22,3815,5550,863,3547,11200,3719,1590,89.11
2008-08-23,3748,5556,832,3550,11200,3726,1592,89.06
2008-08-24,3983,5557,860,3500,11400,3739,1583,88.97
2008-08-25,2471,6863,890,3500,11200,4124,2500,89.19
2008-08-26,2760,7141,902,3450,11700,4408,2493,89.33
2008-08-27,2523,7137,870,3392,11400,4408,2499,89.51
2008-08-28,2605,7208,836,3345,11500,4482,2489,89.67
2008-08-29,2539,7193,881,3325,11300,4456,2495,89.84
2008-08-30,2629,7195,935,3275,11300,4458,2499,89.97
2008-08-31,3251,7141,1020,3250,11800,4430,2488,89.96
2008-09-01,4076,6625,1050,3139,12000,4429,1987,89.8
2008-09-02,3318,6601,956,3105,11300,4405,1990,89.79
2008-09-03,2929,6623,916,3100,11000,4424,1989,89.86
2008-09-04,2786,6606,920,3040,10800,4421,1978,89.95
2008-09-05,3261,6644,899,3000,11300,4442,1990,89.94
2008-09-06,3803,6662,903,2950,11800,4451,1993,89.83
2008-09-07,3751,6669,919,2900,11700,4455,1996,89.73
2008-09-08,3544,6657,939,2813,11400,4432,1993,89.68
2008-09-09,3238,6266,888,2830,10800,4425,1596,89.69
2008-09-10,5335,4827,920,2780,11400,3988,590,89.37
2008-09-11,5368,4603,967,2751,11100,3769,591,89.07
2008-09-12,5696,4139,1010,2672,10800,3319,590,88.75
2008-09-13,6084,3684,1020,2639,10700,2866,594,88.4
2008-09-14,5885,3673,988,2574,10500,2852,598,88.09
2008-09-15,5748,3675,1010,2575,10400,2851,599,87.82
2008-09-16,4785,4329,984,2552,10100,3510,598,87.67
2008-09-17,4324,4532,894,2509,9900,3752,593,87.61
2008-09-18,4560,4493,840,2460,10100,3759,595,87.51
2008-09-19,4367,4497,803,2402,9910,3759,591,87.44
2008-09-20,4329,4514,815,2425,9910,3759,589,87.38
2008-09-21,4360,4525,819,2350,9870,3758,595,87.33
2008-09-22,5279,4099,874,2350,10300,3347,588,87.15
2008-09-23,4630,4718,867,2350,10300,3948,597,87.06
2008-09-24,3811,5174,824,2300,9950,4394,597,87.11
2008-09-25,3474,5137,824,2238,9520,4353,596,87.21
2008-09-26,3219,5104,860,2234,9190,4333,596,87.36
2008-09-27,2815,5123,782,2200,8850,4355,590,87.59
2008-09-28,2232,5114,856,2175,8170,4343,591,87.95
2008-09-29,2369,5115,852,2150,8290,4340,594,88.26
2008-09-30,2774,5145,847,2040,8620,4363,596,88.44
2008-10-01,2628,5130,857,2100,8410,4320,589,88.65
2008-10-02,2288,4828,898,2050,7650,3989,598,88.94
2008-10-03,2585,4674,924,2017,7780,3851,595,89.13
2008-10-04,3383,4666,947,2040,7730,3849,594,89.14
2008-10-05,4456,4648,1140,1990,8580,3847,585,88.97
2008-10-06,4559,4660,1150,1950,8660,3848,598,88.8
2008-10-07,4627,4630,1080,1944,8760,3828,591,88.63
2008-10-08,3925,5125,1100,1925,8510,4319,597,88.57
2008-10-09,3204,5142,1130,1950,8700,4337,597,88.64
2008-10-10,3236,5127,1250,1850,8520,4315,582,88.71
2008-10-11,3146,5123,1450,1900,8290,4303,595,88.79
2008-10-12,3339,4805,1600,1875,7990,3988,595,88.82
2008-10-13,3813,4099,1600,1900,7800,3283,594,88.77
2008-10-14,3603,4325,1540,1850,7810,3514,594,88.76
2008-10-15,3210,4295,1490,1820,7600,3546,595,88.83
2008-10-16,2439,4409,1440,1850,7090,3636,596,89.06
2008-10-17,1621,5089,1350,1819,6950,4270,591,89.55
2008-10-18,1130,5126,1290,1800,6600,4278,592,90.25
2008-10-19,1995,4707,1250,1800,7090,3853,588,90.54
2008-10-20,2824,4532,1240,1800,7700,3684,594,90.59
2008-10-21,3342,4527,1240,1766,8090,3679,586,90.52
2008-10-22,3052,4500,1220,1793,7860,3646,591,90.52
2008-10-23,2640,4564,1240,1735,7540,3678,599,90.62
2008-10-24,2755,4351,1190,1717,7420,3676,390,90.68
2008-10-25,2566,4357,1210,1750,7250,3677,389,90.78
2008-10-26,2314,4367,1250,1750,7010,3700,391,90.94
2008-10-27,2216,4298,1280,1750,6810,3668,393,91.13
2008-10-28,3017,4129,1240,1713,7430,3514,399,91.1
2008-10-29,3224,4052,1230,1677,7480,3442,395,91.03
2008-10-30,5111,4161,1220,1691,7600,3553,392,90.67
2008-10-31,6521,3694,1230,1690,8080,3101,391,90.17
2008-11-01,13115,3468,1210,1700,9660,2882,397,89.25
2008-11-02,16321,3605,1200,1700,12500,3011,398,88.24
2008-11-03,17417,3455,1200,1700,12300,2870,391,87.24
2008-11-04,15170,5728,1220,1691,14100,3542,1998,86.38
2008-11-05,14382,5961,1240,1700,14000,3788,1988,85.61
2008-11-06,7869,6934,1240,1688,13400,3764,2989,85.27
2008-11-07,6167,7402,1290,1700,12700,4235,2991,85.1
2008-11-08,3824,7420,1250,1650,11300,4265,2989,85.25
2008-11-09,3905,6905,1180,1700,11000,4261,2496,85.38
2008-11-10,4199,6408,1130,1650,10800,4252,1994,85.46
2008-11-11,3822,6380,1120,1650,10400,4221,1996,85.59
2008-11-12,2723,7031,1120,1650,9960,4191,2681,85.94
2008-11-13,2544,6986,1110,1638,9730,3827,2992,86.31
2008-11-14,2409,6798,1100,1650,9420,3646,2989,86.69
2008-11-15,2293,6810,1100,1700,9370,3651,2994,87.09
2008-11-16,2260,6803,1110,1700,9320,3655,2988,87.47
2008-11-17,2866,6142,1100,1683,9270,2996,2991,87.68
2008-11-18,2675,5898,1080,1700,8900,2729,2989,87.92
2008-11-19,3147,4924,1050,1700,8430,2743,1990,88.04
2008-11-20,3437,4944,1040,1750,8800,2748,1996,88.1
2008-11-21,3086,4925,1040,1728,8410,2741,1997,88.23
2008-11-22,2672,4890,1060,1750,7970,2739,1991,88.44
2008-11-23,3057,4307,1080,1750,7760,2732,1419,88.55
2008-11-24,2541,4252,1110,1750,7160,2094,1991,88.78
2008-11-25,3722,3462,1130,1800,7570,1809,1498,88.75
2008-11-26,5234,3103,1150,1800,7320,1462,1491,88.5
2008-11-27,5817,2658,1170,1850,7490,1036,1496,88.19
2008-11-28,6180,2634,1140,1900,7910,1034,1491,87.86
2008-11-29,5881,2636,1110,1900,7640,1034,1494,87.58
2008-11-30,5797,2638,1120,1950,7600,1032,1496,87.33
2008-12-01,4164,2630,1120,2000,7350,1030,1490,87.31
2008-12-02,4707,2631,1110,2000,7890,1014,1494,87.2
2008-12-03,4195,3250,1110,2000,7990,1643,1491,87.18
2008-12-04,3713,3501,1110,2050,7800,1907,1495,87.24
2008-12-05,4091,3487,1090,2100,8240,1895,1491,87.23
2008-12-06,4472,2963,1080,2100,8130,1879,997,87.16
2008-12-07,4093,2947,1090,2150,7800,1870,988,87.16
2008-12-08,4221,2939,1080,2150,7690,1855,998,87.13
2008-12-09,4081,2952,1070,2150,7580,1862,998,87.13
2008-12-10,3792,3003,1070,2200,7400,1889,993,87.18
2008-12-11,3579,3013,1070,2200,7200,1916,995,87.26
2008-12-12,3274,3012,1080,2200,6880,1915,995,87.39
2008-12-13,3805,2592,1070,2200,7230,1291,1199,87.42
2008-12-14,6443,2316,1060,2200,7530,1030,1191,87.11
2008-12-15,7486,2318,1080,2200,7630,1027,1191,86.72
2008-12-16,9929,2324,1090,2200,8920,1028,1192,86.16
2008-12-17,9154,2319,1100,2200,8130,1030,1185,85.69
2008-12-18,9529,2323,1110,2150,8450,1027,1191,85.22
2008-12-19,8313,2325,1120,2150,8610,1026,1192,84.87
2008-12-20,7305,2622,1140,2150,8800,1029,1490,84.61
2008-12-21,7664,2622,1170,2100,8610,1022,1493,84.34
2008-12-22,7878,2632,1200,2100,8320,1039,1493,84.07
2008-12-23,8818,2618,1250,2050,9090,1031,1487,83.74
2008-12-24,9238,2623,1230,2050,9100,1031,1489,83.4
2008-12-25,11676,2631,1220,2000,9200,1041,1491,82.92
2008-12-26,13072,2373,1250,2000,11800,1036,1241,82.4
2008-12-27,14201,2590,1210,1950,13700,1031,1466,81.86
2008-12-28,14494,2619,1170,1950,14100,1030,1492,81.33
2008-12-29,10865,3116,1150,1900,12100,1032,1984,81.01
2008-12-30,6873,3845,1140,1850,11100,1738,2006,81.01
2008-12-31,5391,4962,1130,1800,10700,2336,2520,81.17
2009-01-01,4298,5934,1120,1700,10500,2830,2995,81.46
2009-01-02,3761,5938,1110,1650,9470,2839,2991,81.82
2009-01-03,4230,5964,1090,1600,9930,2865,2995,82.09
2009-01-04,4521,5440,1090,1550,9590,2840,2495,82.3
2009-01-05,4840,5268,1080,1500,9490,2860,2299,82.45
2009-01-06,4365,5446,1070,1450,9170,2842,2493,82.67
2009-01-07,3367,5468,1070,1450,8660,2864,2493,83.03
2009-01-08,2820,5482,1060,1450,8140,2877,2496,83.5
2009-01-09,3875,4814,1050,1350,8440,2197,2492,83.73
2009-01-10,4408,4036,1040,1300,8390,1926,1989,83.86
2009-01-11,4111,4026,1030,1300,8090,1924,1986,84.04
2009-01-12,4354,4033,1030,1250,8290,1915,1989,84.16
2009-01-13,4082,4293,1020,1250,8290,1920,2246,84.33
2009-01-14,3843,4299,1020,1200,8010,1915,2245,84.52
2009-01-15,3609,4522,1020,1200,7990,1918,2454,84.74
2009-01-16,3881,4553,1010,1150,8250,1906,2491,84.9
2009-01-17,3642,4556,1010,1150,8020,1911,2493,85.1
2009-01-18,3702,4540,1020,1100,8000,1905,2494,85.27
2009-01-19,3289,4565,1010,1100,7630,1910,2499,85.51
2009-01-20,2803,4581,1000,1100,7170,1931,2494,85.84
2009-01-21,4781,3432,994,1050,6800,1287,1995,85.81
2009-01-22,10712,3629,1030,1050,8000,1014,2493,85.26
2009-01-23,13503,3601,1090,1000,8440,1016,2493,84.59
2009-01-24,13671,4232,1150,1000,8420,1662,2490,83.94
2009-01-25,13990,4558,1190,1000,9040,1953,2490,83.32
2009-01-26,14001,4539,1270,1000,10400,1935,2498,82.73
2009-01-27,12037,4543,1350,950,13300,1935,2490,82.28
2009-01-28,9594,5090,1380,950,13500,2485,2494,81.99
2009-01-29,8054,5314,1340,950,12500,2706,2489,81.83
2009-01-30,8316,3550,1280,950,11100,1914,1492,81.66
2009-01-31,9029,2116,1230,900,10400,1006,993,81.45
2009-02-01,8785,2108,1190,900,10200,1007,996,81.26
2009-02-02,8303,2121,1150,900,9770,1003,998,81.13
2009-02-03,7627,2096,1140,900,9100,1007,996,81.05
2009-02-04,7558,2132,1150,900,9070,1013,989,80.99
2009-02-05,8347,2120,1160,900,8910,1015,999,80.86
2009-02-06,10424,2129,1180,900,9130,1013,990,80.6
2009-02-07,10292,2118,1210,900,8950,1015,994,80.36
2009-02-08,10033,2110,1210,900,8230,1013,991,80.15
2009-02-09,10651,2126,1240,900,8780,1015,994,79.91
2009-02-10,10872,2111,1270,850,9130,1014,998,79.68
2009-02-11,9028,3835,1310,850,9470,1740,1990,79.57
2009-02-12,9864,4154,1360,850,10300,2042,1990,79.42
2009-02-13,13903,4194,1390,850,10300,1614,2456,79.05
2009-02-14,15657,4114,1440,850,11400,2019,1971,78.62
2009-02-15,15475,4141,1440,850,12200,2018,1993,78.23
2009-02-16,17110,4193,1480,850,13500,2030,1991,77.79
2009-02-17,32404,4139,1600,850,20300,2029,1991,76.96
2009-02-18,40281,4152,1640,850,32700,2034,1997,76.04
2009-02-19,43109,5190,1680,850,35800,2592,2497,75.13
2009-02-20,43399,5914,1790,850,36600,2821,2994,74.26
2009-02-21,38989,5681,1740,900,33600,2837,2740,73.51
2009-02-22,29754,5655,1690,900,28400,2809,2748,72.98
2009-02-23,30409,5723,1640,900,28200,2828,2799,72.46
2009-02-24,39490,5710,1620,900,36500,2831,2787,71.8
2009-02-25,45177,5733,1580,900,42700,2836,2797,71.08
2009-02-26,45779,6261,1580,900,43300,2841,3298,70.4
2009-02-27,40370,6259,1570,900,41000,2840,3291,69.84
2009-02-28,33984,6514,1520,900,35600,3312,3088,69.42
2009-03-01,29855,7086,1470,950,31300,3496,3391,69.11
2009-03-02,29817,6733,1440,1000,29100,3532,2997,68.82
2009-03-03,40864,6246,1450,1000,35000,3043,2992,68.33
2009-03-04,53123,5396,1460,1000,44700,2861,2294,67.71
2009-03-05,53794,4688,1820,1050,47200,2199,2248,67.11
2009-03-06,53445,4422,2360,1050,48000,1932,2248,66.55
2009-03-07,47679,4419,2020,1050,44000,1932,2245,66.09
2009-03-08,37712,4404,1900,1100,36900,1847,2325,65.81
2009-03-09,30408,4653,1800,1100,31100,1922,2489,65.69
2009-03-10,25235,5308,1680,1100,27400,2578,2488,65.69
2009-03-11,20519,6076,1580,1150,24100,2839,2995,65.82
2009-03-12,15867,6703,1520,1150,21300,3466,2995,66.12
2009-03-13,13136,7384,1470,1200,19400,3720,3422,66.52
2009-03-14,10641,7754,1430,1250,17400,4208,3313,67.03
2009-03-15,10042,7693,1390,1250,16800,4247,3308,67.55
2009-03-16,8785,7723,1380,1300,15700,4282,3292,68.13
2009-03-17,8203,7819,1370,1350,15300,4190,3491,68.73
2009-03-18,8171,7823,1300,1350,15300,4199,3489,69.29
2009-03-19,10607,7309,1280,1400,17300,3684,3497,69.65
2009-03-20,10524,7079,1230,1400,17000,3458,3497,70
2009-03-21,9588,6560,1240,1450,15300,2949,3497,70.39
2009-03-22,9689,6363,1260,1500,14800,2754,3497,70.75
2009-03-23,10858,5360,1260,1442,14900,2753,2491,71.02
2009-03-24,10303,4738,1190,1530,14000,2144,2477,71.3
2009-03-25,10066,4272,1140,1538,13400,1902,2256,71.59
2009-03-26,9567,4282,1110,1572,13200,1904,2257,71.89
2009-03-27,9025,4270,1100,1571,12900,1907,2249,72.22
2009-03-28,8321,4275,1100,1625,12200,1904,2250,72.58
2009-03-29,7761,5138,1090,1650,12500,2512,2497,72.96
2009-03-30,7090,5406,1130,1589,12000,2780,2493,73.38
2009-03-31,7038,5070,1120,1647,11700,2680,2253,73.78
2009-04-01,7165,4906,1060,1685,11600,2645,2256,74.15
2009-04-02,6676,4902,1050,1666,11000,2642,2254,74.55
2009-04-03,7426,4305,1070,1667,11100,2041,2253,74.85
2009-04-04,7802,4029,1060,1750,11300,1768,2251,75.11
2009-04-05,9423,4032,1080,1750,12900,1767,2253,75.23
2009-04-06,12369,2262,1070,1762,14100,1128,1125,75.16
2009-04-07,13774,1999,1060,1748,14300,869,1125,75.04
2009-04-08,14504,2460,1100,1811,15000,1330,1122,74.88
2009-04-09,14186,3360,1180,1780,14800,1863,1490,74.75
2009-04-10,14560,3863,1250,1802,15400,1863,1992,74.61
2009-04-11,13809,4571,1280,1825,15400,2561,1998,74.51
2009-04-12,12933,4781,1370,1850,15700,2776,1996,74.45
2009-04-13,11416,4827,1370,1791,14700,2817,1999,74.49
2009-04-14,12551,4198,1320,1856,16000,2193,1995,74.45
2009-04-15,12950,3167,1300,1848,15600,1158,1995,74.4
2009-04-16,12912,2871,1300,1853,15300,861,1998,74.36
2009-04-17,13837,1566,1310,1843,14900,861,688,74.27
2009-04-18,13535,1576,1320,1850,14600,863,691,74.2
2009-04-19,12888,1573,1570,1850,13700,862,695,74.17
2009-04-20,12904,1575,1830,1842,13400,860,692,74.14
2009-04-21,12506,1988,1960,1850,13200,863,1092,74.13
2009-04-22,11822,1892,1980,1832,12300,864,994,74.15
2009-04-23,10942,2016,1910,1844,11600,982,993,74.23
2009-04-24,11612,1564,1980,1843,11700,1028,491,74.26
2009-04-25,12199,1454,2010,1900,12200,916,491,74.26
2009-04-26,13281,1401,2110,1900,13200,868,488,74.21
2009-04-27,12448,1901,2170,1937,12900,866,993,74.2
2009-04-28,13005,1839,2160,1933,13400,869,839,74.16
2009-04-29,12892,1954,2140,1922,13400,867,845,74.13
2009-04-30,12866,1958,2110,1939,13400,865,842,74.1
2009-05-01,15445,2165,2180,1902,13300,934,994,73.95
2009-05-02,17524,2269,2350,1950,14300,1030,997,73.74
2009-05-03,18722,2249,2490,2000,14800,1034,989,73.49
2009-05-04,21056,2324,2490,2065,17000,1024,1090,73.18
2009-05-05,25345,2538,2440,2065,21400,1030,1297,72.76
2009-05-06,30528,2565,2420,2057,29400,1034,1291,72.25
2009-05-07,31636,2552,2400,2096,31200,1028,1295,71.75
2009-05-08,28460,2490,2390,2084,28400,968,1292,71.34
2009-05-09,25100,2504,2470,2200,25300,983,1289,71.03
2009-05-10,21609,2500,2540,2150,22100,978,1291,70.84
2009-05-11,18626,2697,2620,2200,19400,978,1492,70.75
2009-05-12,17215,2685,2640,2193,18000,946,1491,70.72
2009-05-13,15602,2670,2650,2241,16400,923,1489,70.76
2009-05-14,13672,2891,2530,2310,14900,1826,789,70.88
2009-05-15,13075,2592,2400,2289,14100,1829,496,71.02
2009-05-16,12561,2585,2340,2350,13700,1825,494,71.18
2009-05-17,12552,2607,2340,2400,13800,1828,495,71.33
2009-05-18,12010,2961,2300,2305,13600,1376,1300,71.5
2009-05-19,12374,2491,2130,2415,13800,910,1293,71.64
2009-05-20,12250,2429,2030,2463,13800,909,1286,71.78
2009-05-21,11521,2439,1970,2483,13200,912,1286,71.95
2009-05-22,10573,2476,1880,2507,12400,908,1296,72.17
2009-05-23,10229,2462,1820,2600,12200,910,1291,72.4
2009-05-24,10535,2426,1780,2650,12600,907,1281,72.6
2009-05-25,10636,2430,1690,2700,12900,909,1298,72.78
2009-05-26,10515,2468,1650,2700,12900,910,1297,72.95
2009-05-27,11172,2486,1540,2390,13400,912,1295,73.08
2009-05-28,10497,1823,1450,2749,12500,993,494,73.24
2009-05-29,9971,1833,1390,2859,12100,1018,496,73.43
2009-05-30,9980,1673,1370,2900,12000,852,494,73.6
2009-05-31,11443,801,1330,2950,12700,0,483,73.68
2009-06-01,10319,1895,1370,3000,12700,1014,486,73.82
2009-06-02,10347,1906,1340,3050,12800,1019,490,73.95
2009-06-03,10041,1924,1310,3100,12600,1020,497,74.09
2009-06-04,9974,1926,1200,2905,12300,1022,492,74.23
2009-06-05,10346,1951,1150,3174,13000,1021,497,74.34
2009-06-06,10329,2037,1130,3224,13100,1015,494,74.44
2009-06-07,10731,1932,1190,3274,13500,1018,483,74.51
2009-06-08,11247,1934,1280,3324,14000,1019,484,74.55
2009-06-09,10841,1948,1220,3389,14000,1019,496,74.61
2009-06-10,10594,1933,1150,3475,13900,1027,483,74.68
2009-06-11,9354,1949,1100,3550,12800,1031,499,74.83
2009-06-12,8531,1955,1010,3600,12100,1031,497,75.03
2009-06-13,7684,1950,1000,3650,11300,1033,498,75.28
2009-06-14,7434,1938,1020,3624,11000,1026,493,75.55
2009-06-15,6764,1907,1020,3626,10300,1028,493,75.86
2009-06-16,6603,1888,947,3724,10300,1011,497,76.16
2009-06-17,5530,2221,902,3774,9650,1354,494,76.57
2009-06-18,5119,2563,871,3824,9630,1682,489,77
2009-06-19,4468,2687,785,3810,9120,1691,594,77.5
2009-06-20,5734,2336,810,3924,10100,1695,240,77.81
2009-06-21,5873,2723,925,3974,10600,1698,593,78.08
2009-06-22,5387,2821,1000,4055,10300,1693,690,78.4
2009-06-23,5237,2838,1010,4028,10100,1694,693,78.72
2009-06-24,5908,3001,1170,4086,10800,1698,870,78.94
2009-06-25,7704,2278,1240,4136,11800,1691,134,78.98
2009-06-26,7994,2773,1310,4140,12500,1690,629,78.99
2009-06-27,7717,2809,1320,4189,12300,1682,671,79.03
2009-06-28,8082,2796,1120,4189,12900,1683,661,79.03
2009-06-29,7943,4062,1080,4221,14100,1683,1931,79.04
2009-06-30,8104,4708,979,4229,15000,1783,2494,79.04
2009-07-01,5881,8098,918,4242,16300,2970,4693,79.25
2009-07-02,5356,9515,778,4300,17400,4052,4997,79.51
2009-07-03,4662,10572,688,4350,17900,4109,5993,79.84
2009-07-04,4727,10573,669,4350,18000,4113,5997,80.15
2009-07-05,5148,10570,697,4350,18400,4120,5994,80.38
2009-07-06,6240,10424,741,4197,19200,3681,6289,80.47
2009-07-07,5866,10621,654,4344,19300,3468,6678,80.6
2009-07-08,5688,10619,605,4340,19200,3476,6671,80.75
2009-07-09,5101,11088,604,4350,19100,3476,7147,80.95
2009-07-10,5208,11113,569,4344,19200,3507,7142,81.13
2009-07-11,5650,11062,535,4350,19600,3469,7136,81.25
2009-07-12,5639,11092,570,4350,19600,3471,7176,81.36
2009-07-13,6015,11046,581,4304,19900,3435,7177,81.43
2009-07-14,5923,11123,532,4333,19900,3498,7178,81.5
2009-07-15,7793,9493,544,4341,20100,4046,4998,81.39
2009-07-16,7020,9823,528,4340,19700,4392,4994,81.36
2009-07-17,5431,10682,525,4339,19000,4246,5988,81.49
2009-07-18,4274,11767,561,4350,18900,4145,7176,81.77
2009-07-19,4085,11816,581,4350,18700,4201,7176,82.06
2009-07-20,4090,11838,583,4300,18700,4229,7167,82.34
2009-07-21,4208,11852,527,4300,18900,4237,7168,82.58
2009-07-22,3502,11667,540,4293,18000,4162,7066,82.93
2009-07-23,3313,11837,587,4279,18000,4220,7177,83.29
2009-07-24,3190,9639,572,4300,15700,4244,4947,83.66
2009-07-25,5002,9697,597,4250,17500,4262,4994,83.72
2009-07-26,5800,9681,610,4250,18300,4248,4989,83.68
2009-07-27,5694,9585,606,4246,18100,4145,4993,83.65
2009-07-28,5197,10206,551,4186,18200,4307,5477,83.68
2009-07-29,3724,11928,580,4200,18400,4309,7178,83.93
2009-07-30,4731,11425,581,4171,18900,4310,6675,84.01
2009-07-31,7484,9047,573,4139,19200,4104,4497,83.79
2009-08-01,6825,9423,584,4150,18900,4106,4997,83.64
2009-08-02,6631,9399,623,4150,18600,4113,4970,83.52
2009-08-03,6407,9406,674,4100,18400,4096,4999,83.42
2009-08-04,5970,9501,644,4090,18100,4196,4989,83.38
2009-08-05,4193,9545,563,4041,16400,4255,4989,83.57
2009-08-06,4008,9009,624,4100,15700,4185,4541,83.77
2009-08-07,3439,9588,618,3999,15600,4341,4993,84.07
2009-08-08,3982,8589,648,4000,15100,4154,4192,84.25
2009-08-09,3931,8619,669,3950,15000,4185,4199,84.43
2009-08-10,4149,8463,674,3907,15000,4043,4194,84.57
2009-08-11,4496,7893,641,3905,14800,4192,3495,84.64
2009-08-12,4654,7877,586,3900,15000,4177,3494,84.7
2009-08-13,3916,8057,525,3850,14500,4336,3488,84.85
2009-08-14,3554,8560,513,3801,14600,4136,4195,85.07
2009-08-15,3569,8621,558,3800,14600,4209,4189,85.27
2009-08-16,3566,8617,610,3750,14500,4201,4200,85.45
2009-08-17,2995,8592,640,3750,13900,4183,4189,85.74
2009-08-18,3382,7947,597,3750,13700,4244,3489,85.94
2009-08-19,3246,7859,581,3650,13400,4143,3492,86.15
2009-08-20,3651,7806,548,3650,13800,4069,3495,86.28
2009-08-21,4309,7809,558,3600,14400,4054,3499,86.29
2009-08-22,3904,7788,583,3550,13900,4072,3464,86.36
2009-08-23,4224,7809,628,3550,14200,4068,3493,86.38
2009-08-24,4633,7759,669,3500,14500,4059,3469,86.34
2009-08-25,4129,7858,635,3450,14100,4167,3498,86.37
2009-08-26,3494,8599,564,3400,14200,4199,4199,86.51
2009-08-27,3812,8569,553,3400,14500,4173,4197,86.59
2009-08-28,4018,8579,558,3400,14700,4181,4196,86.63
2009-08-29,4180,8584,626,3325,14700,4185,4200,86.64
2009-08-30,3992,8594,660,3287,14500,4198,4193,86.68
2009-08-31,4123,8538,716,3216,14600,4145,4200,86.7
2009-09-01,4256,8509,688,3166,14600,4114,4194,86.69
2009-09-02,3951,7855,650,3200,13700,4137,3498,86.74
2009-09-03,4088,7914,633,3108,13800,4170,3498,86.75
2009-09-04,4435,7923,631,3066,14100,4171,3499,86.72
2009-09-05,4220,7896,567,3050,13900,4159,3492,86.72
2009-09-06,3864,7887,591,3000,13500,4150,3496,86.78
2009-09-07,3540,7868,624,2950,13100,4148,3493,86.89
2009-09-08,2626,7843,553,2900,12200,4130,3494,87.18
2009-09-09,2039,7859,542,2743,11500,4146,3493,87.63
2009-09-10,2638,7919,556,2795,12200,4186,3495,87.88
2009-09-11,2885,7395,571,2759,11800,4171,2992,88.06
2009-09-12,2886,7352,635,2710,11600,4164,2986,88.23
2009-09-13,4221,6842,849,2660,12200,4163,2489,88.15
2009-09-14,6943,6833,1060,2584,12800,4156,2484,87.75
2009-09-15,6584,6824,1190,2600,12400,4155,2495,87.4
2009-09-16,5702,7343,1270,2544,11900,4161,2998,87.17
2009-09-17,5342,7305,1250,2514,11500,4149,2949,86.99
2009-09-18,5394,6853,1220,2461,11100,4150,2490,86.82
2009-09-19,2986,6889,1230,2450,10500,4161,2499,87.04
2009-09-20,3552,6364,1250,2425,10500,4149,1991,87.13
